YEAR,QUARTER,CITY1,CITY2,PASSENGERS FROM CITY1 TO CITY2,PASSENGERS FROM CITY2 TO CITY1,FREIGHT FROM CITY1 TO CITY2,FREIGHT FROM CITY2 TO CITY1,
2015,Q3,MARUITIUS,BENGALURU,1666,1472,0.0,16.4,
2015,Q3,MARUITIUS,CHENNAI,1508,1793,1.0,60.0,
2015,Q3,MARUITIUS,DELHI,5293,5095,79.0,94.9,
2015,Q3,MARUITIUS,MUMBAI,9577,9330,10.5,476.8,
2015,Q3,MEDINA,DELHI,1117,926,0.2,4.9,
2015,Q3,MEDINA,KOCHI,0,0,0.0,0.0,
2015,Q3,MEDINA,MUMBAI,1354,758,0.0,8.6,
2015,Q3,MELBOURNE,DELHI,6915,8993,143.5,93.0,
2015,Q3,MOSCOW,DELHI,28919,31698,240.8,1077.2,
2015,Q3,MOSCOW,GOA,201,233,0.0,0.0,
2015,Q3,MUENCHEN,DELHI,18662,19343,755.8,992.6,
2015,Q3,MUENCHEN,MUMBAI,17450,19376,1311.1,1021.7,
2015,Q3,MUSCAT,AHMEDABAD,6098,10935,0.0,2.1,
2015,Q3,MUSCAT,BENGALURU,10263,11320,26.1,199.1,
2015,Q3,MUSCAT,CHENNAI,30567,34176,33.0,352.4,
2015,Q3,MUSCAT,DELHI,29954,33176,261.1,363.8,
2015,Q3,MUSCAT,GOA,3769,5646,4.9,4.4,
2015,Q3,MUSCAT,HYDERABAD,27040,27815,19.3,263.9,
2015,Q3,MUSCAT,JAIPUR,9373,10772,73.7,44.6,
2015,Q3,MUSCAT,KOCHI,35952,36754,26.8,502.8,
2015,Q3,MUSCAT,KOZHIKODE,27397,27390,28.4,367.8,
2015,Q3,MUSCAT,LUCKNOW,10992,12628,0.0,119.7,
2015,Q3,MUSCAT,MANGALORE,4908,6003,0.0,1.0,
2015,Q3,MUSCAT,MUMBAI,49753,65965,24.6,788.7,
2015,Q3,MUSCAT,TRIVANDRUM,33394,34605,22.6,530.9,
2015,Q3,NAIROBI,MUMBAI,26330,21624,579.9,265.5,
2015,Q3,NARITA,DELHI,15495,16892,983.4,1015.3,
2015,Q3,NARITA,MUMBAI,1148,1098,0.0,0.0,
2015,Q3,NAVOI,DELHI,0,0,898.5,1353.1,
2015,Q3,NAVOI,MUMBAI,0,0,1634.9,527.0,
2015,Q3,NEW YORK,DELHI,18213,21767,245.0,142.4,
2015,Q3,NEW YORK,MUMBAI,11460,16071,22.0,192.1,
2015,Q3,NEWARK,AHMEDABAD,5562,7460,0.0,0.0,
2015,Q3,NEWARK,DELHI,22065,22386,352.6,676.4,
2015,Q3,NEWARK,MUMBAI,36723,42328,597.9,393.2,
2015,Q3,OSAKA,DELHI,1463,1571,0.0,0.0,
2015,Q3,OSAKA,MUMBAI,225,180,0.0,0.0,
2015,Q3,PARIS,BENGALURU,9356,10749,404.6,639.3,
2015,Q3,PARIS,CHENNAI,2266,2262,0.0,0.0,
2015,Q3,PARIS,DELHI,25837,27883,1506.8,1068.9,
2015,Q3,PARIS,MUMBAI,29543,29598,1562.6,1917.0,
2015,Q3,PARO,DELHI,3272,3364,1.0,10.4,
2015,Q3,PARO,KOLKATA,3596,3435,0.0,3.6,
2015,Q3,PEKING,DELHI,20805,20060,817.7,805.6,
2015,Q3,RANGOON,DELHI,636,582,0.0,0.0,
2015,Q3,RANGOON,GAYA,494,346,0.0,0.0,
2015,Q3,RANGOON,KOLKATA,1209,1141,0.2,14.2,
2015,Q3,REUNION,CHENNAI,470,311,0.0,1.6,
2015,Q3,RIYADH,BENGALURU,2258,2069,0.0,58.0,
2015,Q3,RIYADH,CHENNAI,7661,8350,19.1,462.8,
2015,Q3,RIYADH,DELHI,21924,19910,310.6,852.2,
2015,Q3,RIYADH,HYDERABAD,10150,9551,15.3,209.3,
2015,Q3,RIYADH,KOCHI,27212,27251,40.4,1290.9,
2015,Q3,RIYADH,KOZHIKODE,0,0,0.0,0.0,
2015,Q3,RIYADH,LUCKNOW,7685,8536,8.1,257.5,
2015,Q3,RIYADH,MUMBAI,44950,46850,198.4,1293.5,
2015,Q3,RIYADH,TRIVANDRUM,6259,6552,3.7,189.2,
2015,Q3,ROME,DELHI,10123,14057,48.7,189.1,
2015,Q3,SALALAH,KOCHI,1206,1099,0.0,0.0,
2015,Q3,SALALAH,KOZHIKODE,3113,3737,0.0,0.1,
2015,Q3,SALALAH,TRIVANDRUM,800,1209,0.0,0.0,
2015,Q3,SANAA,MUMBAI,0,298,0.0,0.0,
2015,Q3,SEOUL,CHENNAI,0,0,0.0,0.0,
2015,Q3,SEOUL,DELHI,11401,11577,195.9,162.4,
2015,Q3,SEOUL,MUMBAI,6341,6608,456.0,229.3,
2015,Q3,SEYCHELLES,MUMBAI,5377,5068,0.4,8.4,
2015,Q3,SHANGHAI,DELHI,9128,8737,768.2,149.8,
2015,Q3,SHANGHAI,MUMBAI,2061,2320,0.0,0.0,
2015,Q3,SHARJAH,AHMEDABAD,11709,13269,3.9,159.7,
2015,Q3,SHARJAH,BENGALURU,12870,13155,8.0,203.9,
2015,Q3,SHARJAH,CHENNAI,14956,17629,5.1,236.4,
2015,Q3,SHARJAH,COIMBATORE,9436,9851,3.2,155.6,
2015,Q3,SHARJAH,DELHI,26775,27504,100.7,400.2,
2015,Q3,SHARJAH,GOA,7433,8535,15.0,112.5,
2015,Q3,SHARJAH,HYDERABAD,14308,14046,3.1,178.3,
2015,Q3,SHARJAH,JAIPUR,13267,13659,1.7,68.3,
2015,Q3,SHARJAH,KOCHI,64717,69458,34.5,1140.8,
2015,Q3,SHARJAH,KOZHIKODE,44496,43474,27.2,740.2,
2015,Q3,SHARJAH,MUMBAI,23267,27608,7.0,422.7,
2015,Q3,SHARJAH,NAGPUR,5320,7093,0.4,92.2,
2015,Q3,SHARJAH,PUNE,0,0,0.0,0.0,
2015,Q3,SHARJAH,TRIVANDRUM,44175,43647,24.6,810.0,
2015,Q3,SHARJAH,VARANASI,2136,3261,0.0,0.0,
2015,Q3,SHENZHEN,MUMBAI,0,0,0.0,0.0,
2015,Q3,SINGAPORE,AHMEDABAD,6488,6865,415.8,524.4,
2015,Q3,SINGAPORE,BENGALURU,37313,37653,1774.5,1851.0,
2015,Q3,SINGAPORE,CHENNAI,83029,92227,2538.3,2571.8,
2015,Q3,SINGAPORE,COIMBATORE,4956,5969,6.8,95.9,
2015,Q3,SINGAPORE,DELHI,70719,69068,3982.2,2623.1,
2015,Q3,SINGAPORE,HYDERABAD,20985,22741,137.5,181.7,
2015,Q3,SINGAPORE,KOCHI,18887,20018,38.9,143.6,
2015,Q3,SINGAPORE,KOLKATA,14537,12946,417.2,842.7,
2015,Q3,SINGAPORE,MUMBAI,75548,78103,3645.8,2978.1,
2015,Q3,SINGAPORE,TIRUCHIRAPALLY,38925,39994,1.2,477.2,
2015,Q3,SINGAPORE,TRIVANDRUM,4805,5782,2.9,59.2,
2015,Q3,SINGAPORE,VISAKHAPATNAM,1974,2277,1.4,6.6,
2015,Q3,SYDNEY,DELHI,8226,10602,163.0,198.6,
2015,Q3,TAIPAE,DELHI,1472,7804,195.2,148.5,
2015,Q3,TAIPAE,MUMBAI,0,0,88.2,0.0,
2015,Q3,TASHKENT,AMRITSAR,2890,2427,0.9,23.0,
2015,Q3,TASHKENT,DELHI,11730,10498,35.9,280.5,
2015,Q3,TEHRAN,DELHI,1874,3308,26.7,222.6,
2015,Q3,TEHRAN,MUMBAI,3709,3875,10.5,102.8,
2015,Q3,TELAVIV,MUMBAI,6874,6663,173.0,310.7,
2015,Q3,TOKYO,DELHI,11206,12130,1233.2,520.1,
2015,Q3,TORONTO,DELHI,11480,12780,85.5,40.6,
2015,Q3,VIENNA,DELHI,14994,16733,514.0,732.1,
2015,Q3,ZURICH,DELHI,16942,17589,1121.7,1165.4,
2015,Q3,ZURICH,MUMBAI,17276,20518,1344.3,1449.9,
2015,Q4,ABUDHABI,AHMEDABAD,23205,22673,122.0,234.8,
2015,Q4,ABUDHABI,BENGALURU,36726,35896,112.2,354.3,
2015,Q4,ABUDHABI,CHENNAI,41001,36408,47.6,435.6,
2015,Q4,ABUDHABI,DELHI,65879,74311,2031.7,2627.1,
2015,Q4,ABUDHABI,GOA,3195,1440,0.3,0.0,
2015,Q4,ABUDHABI,HYDERABAD,42462,45981,200.8,218.6,
2015,Q4,ABUDHABI,JAIPUR,10653,8475,15.9,41.5,
2015,Q4,ABUDHABI,KOCHI,64787,62712,16.7,620.8,
2015,Q4,ABUDHABI,KOLKATA,11801,11357,6.0,157.3,
2015,Q4,ABUDHABI,KOZHIKODE,46308,53001,280.9,421.9,
2015,Q4,ABUDHABI,LUCKNOW,14160,11219,1.7,99.5,
2015,Q4,ABUDHABI,MANGALORE,16622,18973,3.7,1.2,
2015,Q4,ABUDHABI,MUMBAI,90657,92011,1936.5,48904.0,
2015,Q4,ABUDHABI,PUNE,11463,11207,0.0,0.0,
2015,Q4,ABUDHABI,TRIVANDRUM,29792,32022,25.9,435.2,
2015,Q4,ADDIS ABABA,CHENNAI,0,0,0.0,0.0,
2015,Q4,ADDIS ABABA,DELHI,11556,10156,16.4,56.3,
2015,Q4,ADDIS ABABA,MUMBAI,0,0,0.0,0.0,
2015,Q4,ADEN,MUMBAI,0,200,0.0,2.2,
2015,Q4,AL AIN,KOZHIKODE,1653,2466,0.0,0.0,
2015,Q4,ALMATY,DELHI,6958,6702,4.5,118.7,
2015,Q4,ALMATY,GOA,1490,1227,0.0,0.0,
2015,Q4,AMSTERDAM,DELHI,32142,30197,589.6,1282.9,
2015,Q4,ASHGABAT,AMRITSAR,9219,6469,0.6,19.5,
2015,Q4,ASHGABAT,DELHI,2928,2699,0.0,35.3,
2015,Q4,BAGHDAD,DELHI,0,377,0.0,1.3,
2015,Q4,BAHRAIN,BENGALURU,0,0,1.0,0.0,
2015,Q4,BAHRAIN,CHENNAI,15880,14021,11.9,195.6,
2015,Q4,BAHRAIN,DELHI,34782,28651,116.5,453.0,
2015,Q4,BAHRAIN,HYDERABAD,10853,10539,3.1,0.0,
2015,Q4,BAHRAIN,KOCHI,14953,13314,22.2,254.7,
2015,Q4,BAHRAIN,KOZHIKODE,5675,6792,0.0,41.9,
2015,Q4,BAHRAIN,MANGALORE,2178,2868,0.0,0.0,
2015,Q4,BAHRAIN,MUMBAI,37649,36521,44.2,1009.9,
2015,Q4,BAHRAIN,TRIVANDRUM,13018,9994,24.4,228.6,
2015,Q4,BANGKOK,AHMEDABAD,1692,0,0.0,0.0,
2015,Q4,BANGKOK,BENGALURU,24729,26432,929.7,776.7,
2015,Q4,BANGKOK,CHENNAI,18666,20222,1005.5,987.2,
2015,Q4,BANGKOK,DELHI,88696,92432,3244.5,803.0,
2015,Q4,BANGKOK,GAYA,6464,4191,0.0,0.0,
2015,Q4,BANGKOK,HYDERABAD,15908,16249,436.0,535.9,
2015,Q4,BANGKOK,KOLKATA,75625,72921,611.5,1097.7,
2015,Q4,BANGKOK,MUMBAI,82041,83667,3901.1,1601.2,
2015,Q4,BANGKOK,VARANASI,1203,3871,0.0,0.0,
2015,Q4,BIRMINGHAM,AMRITSAR,7287,6554,0.0,0.0,
2015,Q4,BIRMINGHAM,DELHI,12742,8802,204.4,171.3,
2015,Q4,BISHKEK,DELHI,2338,2003,15.0,33.5,
2015,Q4,BRUSELLS,DELHI,11783,8897,621.5,681.5,
2015,Q4,BRUSELLS,MUMBAI,12546,11968,700.5,608.0,
2015,Q4,CAIRO,MUMBAI,3785,3927,9.6,18.7,
2015,Q4,CHICAGO,DELHI,21216,15756,194.9,255.8,
2015,Q4,CHICAGO,HYDERABAD,5871,4992,0.0,0.0,
2015,Q4,CHITTAGONG,KOLKATA,10570,11095,0.0,0.1,
2015,Q4,COLOGNE,DELHI,228,217,0.0,0.0,
2015,Q4,COLOGNE,MUMBAI,0,0,0.0,1082.4,
2015,Q4,COLOMBO,BENGALURU,20081,18665,412.2,353.6,
2015,Q4,COLOMBO,CHENNAI,80981,87831,1411.8,1821.3,
2015,Q4,COLOMBO,DELHI,23037,26252,338.1,181.0,
2015,Q4,COLOMBO,GAYA,2191,2493,0.0,0.0,
2015,Q4,COLOMBO,KOCHI,20702,18800,37.7,326.7,
2015,Q4,COLOMBO,KOLKATA,4683,5269,3.8,3.5,
2015,Q4,COLOMBO,MADURAI,18360,19175,0.0,0.0,
2015,Q4,COLOMBO,MUMBAI,36243,36841,217.5,378.8,
2015,Q4,COLOMBO,TIRUCHIRAPALLY,20579,23878,6.6,402.5,
2015,Q4,COLOMBO,TRIVANDRUM,12716,9104,34.0,220.7,
2015,Q4,COLOMBO,VARANASI,1301,2027,0.0,0.0,
2015,Q4,DAMMAM,BENGALURU,1137,833,0.7,41.4,
2015,Q4,DAMMAM,CHENNAI,1358,1132,5.6,26.0,
2015,Q4,DAMMAM,DELHI,28674,25062,125.5,139.6,
2015,Q4,DAMMAM,HYDERABAD,1964,1941,4.8,16.3,
2015,Q4,DAMMAM,KOCHI,12436,13428,15.3,351.3,
2015,Q4,DAMMAM,KOZHIKODE,17315,19128,16.1,177.6,
2015,Q4,DAMMAM,MANGALORE,6238,7117,5.7,0.0,
2015,Q4,DAMMAM,MUMBAI,13197,14206,35.0,145.4,
2015,Q4,DAMMAM,TRIVANDRUM,13013,13547,7.2,192.1,
2015,Q4,DHAKA,CHENNAI,2073,2202,13.9,87.7,
2015,Q4,DHAKA,DELHI,10222,9985,189.7,179.8,
2015,Q4,DHAKA,KOLKATA,48161,53488,264.5,412.0,
2015,Q4,DHAKA,MUMBAI,11021,10176,213.4,125.7,
2015,Q4,DOHA,AHMEDABAD,19332,15336,246.8,1364.4,
2015,Q4,DOHA,AMRITSAR,20716,16696,6.0,47.4,
2015,Q4,DOHA,BENGALURU,33462,30032,1750.9,3555.3,
2015,Q4,DOHA,CHENNAI,36892,35748,3514.2,4539.9,
2015,Q4,DOHA,DELHI,74453,64542,3280.1,4054.6,
2015,Q4,DOHA,GOA,19651,15648,6.3,287.1,
2015,Q4,DOHA,HYDERABAD,20805,19195,340.7,1322.5,
2015,Q4,DOHA,KOCHI,60482,59199,184.7,3082.0,
2015,Q4,DOHA,KOLKATA,19588,17082,845.2,1029.6,
2015,Q4,DOHA,KOZHIKODE,36052,42557,3.3,405.6,
2015,Q4,DOHA,MANGALORE,2654,3453,0.0,0.0,
2015,Q4,DOHA,MUMBAI,58002,57799,4065.2,5394.8,
2015,Q4,DOHA,TRIVANDRUM,23639,24100,4.2,515.0,
2015,Q4,DON MUEANG,BENGALURU,36167,9564,0.0,0.0,
2015,Q4,DON MUEANG,CHENNAI,8399,8284,101.5,78.9,
2015,Q4,DUBAI,AHMEDABAD,52344,44551,485.6,1724.5,
2015,Q4,DUBAI,AMRITSAR,22376,22010,0.7,23.3,
2015,Q4,DUBAI,BENGALURU,96950,86784,3231.7,6210.7,
2015,Q4,DUBAI,CHENNAI,103207,100227,3070.2,4468.9,
2015,Q4,DUBAI,DELHI,234471,213582,2919.8,10119.3,
2015,Q4,DUBAI,GOA,6106,4738,0.8,0.0,
2015,Q4,DUBAI,HYDERABAD,121202,113613,908.3,3520.0,
2015,Q4,DUBAI,JAIPUR,7508,7914,0.3,0.0,
2015,Q4,DUBAI,KOCHI,118952,126616,661.9,4958.8,
2015,Q4,DUBAI,KOLKATA,42713,37970,800.7,2147.2,
2015,Q4,DUBAI,KOZHIKODE,50944,51218,24.0,537.7,
2015,Q4,DUBAI,LUCKNOW,21268,20229,0.9,23.3,
2015,Q4,DUBAI,MADURAI,13824,15480,0.0,0.0,
2015,Q4,DUBAI,MANGALORE,42272,44164,10.0,99.9,
2015,Q4,DUBAI,MUMBAI,280290,280061,4332.0,11859.2,
2015,Q4,DUBAI,PUNE,16004,18638,0.0,13.2,
2015,Q4,DUBAI,TIRUCHIRAPALLY,14375,14804,0.0,42.3,
2015,Q4,DUBAI,TRIVANDRUM,61856,67318,174.4,3519.4,
2015,Q4,DUBAI,VISAKHAPATNAM,4371,3912,0.6,0.0,
2015,Q4,DUSHANBE,DELHI,558,384,0.0,7.3,
2015,Q4,FRANKFURT,BENGALURU,24459,19780,2385.7,1385.5,
2015,Q4,FRANKFURT,CHENNAI,16624,13284,1127.5,1162.6,
2015,Q4,FRANKFURT,DELHI,54503,40084,786.8,1878.9,
2015,Q4,FRANKFURT,HYDERABAD,0,0,276.4,1167.1,
2015,Q4,FRANKFURT,KOLKATA,0,0,0.0,0.0,
2015,Q4,FRANKFURT,MUMBAI,24393,17942,4295.5,5232.8,
2015,Q4,FRANKFURT,PUNE,2789,2228,0.0,0.0,
2015,Q4,GUANGZHOU,DELHI,26550,26299,1805.0,424.4,
2015,Q4,GUANGZHOU,MUMBAI,0,0,0.0,339.9,
2015,Q4,HAA DHAALU ATOLL,TRIVANDRUM,879,2065,0.0,1.0,
2015,Q4,HELNSKI,DELHI,13101,10225,379.8,663.4,
2015,Q4,HO CHI MINH CITY,DELHI,0,0,0.0,0.0,
2015,Q4,HO CHI MINH CITY,MUMBAI,2267,1643,1.7,49.4,
2015,Q4,HONG KONG,BENGALURU,24255,21798,1031.2,1317.3,
2015,Q4,HONG KONG,CHENNAI,18038,16060,5097.6,3463.3,
2015,Q4,HONG KONG,DELHI,68904,74617,13136.7,3277.7,
2015,Q4,HONG KONG,HYDERABAD,11076,10294,431.0,1117.8,
2015,Q4,HONG KONG,KOLKATA,10420,9738,758.0,548.8,
2015,Q4,HONG KONG,MUMBAI,57225,55228,6467.4,5215.5,
2015,Q4,ISTANBUL,DELHI,17190,15509,712.7,430.5,
2015,Q4,ISTANBUL,MUMBAI,19677,16128,849.2,852.0,
2015,Q4,JEDDAH,BENGALURU,4835,5935,70.8,207.0,
2015,Q4,JEDDAH,CHENNAI,7089,6997,254.8,561.0,
2015,Q4,JEDDAH,DELHI,27780,23436,373.4,856.9,
2015,Q4,JEDDAH,HYDERABAD,15492,17797,8.5,282.9,
2015,Q4,JEDDAH,KOCHI,37898,40206,52.6,2113.9,
2015,Q4,JEDDAH,KOZHIKODE,0,0,0.0,0.0,
2015,Q4,JEDDAH,LUCKNOW,13541,14891,20.9,35.4,
2015,Q4,JEDDAH,MUMBAI,47010,43640,26.1,1158.1,
2015,Q4,KABUL,DELHI,23905,18413,276.1,755.5,
2015,Q4,KANDAHAR,DELHI,385,299,0.0,0.0,
2015,Q4,KARACHI,DELHI,955,1544,0.5,5.4,
2015,Q4,KARACHI,MUMBAI,1943,2650,1.4,81.7,
2015,Q4,KATHMANDU,BENGALURU,0,0,0.0,0.0,
2015,Q4,KATHMANDU,DELHI,82439,73609,87.9,304.9,
2015,Q4,KATHMANDU,KOLKATA,4873,4842,0.0,2.5,
2015,Q4,KATHMANDU,MUMBAI,12641,10363,41.5,40.4,
2015,Q4,KATHMANDU,VARANASI,101,10,0.0,0.0,
2015,Q4,KUALALUMPUR,AMRITSAR,3684,2804,0.0,0.0,
2015,Q4,KUALALUMPUR,BENGALURU,21236,19316,378.6,499.0,
2015,Q4,KUALALUMPUR,CHENNAI,22569,23797,660.1,415.4,
2015,Q4,KUALALUMPUR,DELHI,43175,39896,1128.9,1248.0,
2015,Q4,KUALALUMPUR,GOA,0,0,0.0,0.0,
2015,Q4,KUALALUMPUR,HYDERABAD,24489,21913,151.8,268.2,
2015,Q4,KUALALUMPUR,KOCHI,30551,24638,12.8,57.9,
2015,Q4,KUALALUMPUR,KOLKATA,9948,9108,30.1,96.1,
2015,Q4,KUALALUMPUR,MUMBAI,35455,31948,216.3,377.7,
2015,Q4,KUALALUMPUR,TIRUCHIRAPALLY,55297,52148,0.3,493.4,
2015,Q4,KUALALUMPUR,TRIVANDRUM,5745,3965,0.0,5.4,
2015,Q4,KUALALUMPUR,VISAKHAPATNAM,6502,6083,0.0,19.9,
2015,Q4,KUNMING,DELHI,1569,1412,0.0,0.0,
2015,Q4,KUNMING,KOLKATA,9095,9219,65.2,84.8,
2015,Q4,KUWAIT,AHMEDABAD,6343,4609,4.1,0.3,
2015,Q4,KUWAIT,BENGALURU,3400,3367,0.8,0.0,
2015,Q4,KUWAIT,CHENNAI,11262,11101,59.2,388.3,
2015,Q4,KUWAIT,DELHI,12183,12413,274.3,317.5,
2015,Q4,KUWAIT,GOA,2748,1814,10.2,0.0,
2015,Q4,KUWAIT,HYDERABAD,2349,1787,6.9,0.0,
2015,Q4,KUWAIT,KOCHI,17821,16722,273.8,469.5,
2015,Q4,KUWAIT,KOZHIKODE,6211,6604,9.8,19.0,
2015,Q4,KUWAIT,MANGALORE,3542,2892,0.4,0.0,
2015,Q4,KUWAIT,MUMBAI,45132,47037,67.4,1764.2,
2015,Q4,KUWAIT,TRIVANDRUM,7042,7285,122.9,226.1,
2015,Q4,LAHORE,DELHI,580,1480,11.4,4.3,
2015,Q4,LEIPZIG,BENGALURU,0,0,0.0,2.5,
2015,Q4,LEIPZIG,DELHI,0,0,1154.3,2274.2,
2015,Q4,LONDON,AHMEDABAD,795,748,0.0,0.0,
2015,Q4,LONDON,AMRITSAR,0,798,0.0,0.0,
2015,Q4,LONDON,BENGALURU,13234,12993,700.0,643.0,
2015,Q4,LONDON,CHENNAI,10925,8786,356.0,655.0,
2015,Q4,LONDON,DELHI,135142,98039,4599.3,6452.2,
2015,Q4,LONDON,GOA,4826,3509,0.0,63.5,
2015,Q4,LONDON,HYDERABAD,11659,9796,326.0,584.0,
2015,Q4,LONDON,MUMBAI,110355,81090,4105.1,6242.1,
2015,Q4,LUXEMBOURG,CHENNAI,0,0,0.0,0.0,
2015,Q4,LUXEMBOURG,DELHI,0,0,0.0,0.0,
2015,Q4,MALE,BENGALURU,11308,11823,0.0,98.7,
2015,Q4,MALE,CHENNAI,2366,2825,1.4,23.0,
2015,Q4,MALE,KOCHI,5756,5228,0.0,45.2,
2015,Q4,MALE,TRIVANDRUM,16502,13244,4.0,366.7,
2015,Q4,MALPENSA,DELHI,8115,4815,105.5,114.8,
2015,Q4,MANCHESTER,GOA,5149,6383,1.2,46.9,
2015,Q4,MANDALAY,GAYA,0,0,0.0,0.0,
2015,Q4,MARUITIUS,BENGALURU,2049,1594,3.5,27.6,
2015,Q4,MARUITIUS,CHENNAI,1300,1365,2.3,30.6,
2015,Q4,MARUITIUS,DELHI,6273,6162,26.2,101.8,
2015,Q4,MARUITIUS,MUMBAI,12663,12905,18.0,440.9,
2015,Q4,MEDINA,DELHI,2050,1211,0.0,1.7,
2015,Q4,MEDINA,HYDERABAD,421,0,0.0,0.0,
2015,Q4,MEDINA,KOCHI,0,0,0.0,0.0,
2015,Q4,MEDINA,MUMBAI,3049,1115,0.3,0.1,
2015,Q4,MELBOURNE,DELHI,8139,8282,74.6,126.8,
2015,Q4,MOSCOW,DELHI,27603,23316,195.1,720.8,
2015,Q4,MOSCOW,GOA,1779,1141,0.1,0.0,
2015,Q4,MUENCHEN,DELHI,14970,12572,701.5,849.9,
2015,Q4,MUENCHEN,MUMBAI,14703,11480,1143.3,963.7,
2015,Q4,MUSCAT,AHMEDABAD,7861,10229,0.4,7.8,
2015,Q4,MUSCAT,BENGALURU,15606,14108,33.2,197.7,
2015,Q4,MUSCAT,CHENNAI,27643,25843,27.7,327.5,
2015,Q4,MUSCAT,DELHI,38198,32860,176.2,318.1,
2015,Q4,MUSCAT,GOA,9126,6851,7.1,18.9,
2015,Q4,MUSCAT,HYDERABAD,29181,31109,171.4,103.5,
2015,Q4,MUSCAT,JAIPUR,12068,12655,23.9,32.2,
2015,Q4,MUSCAT,KOCHI,37767,38719,96.5,576.5,
2015,Q4,MUSCAT,KOZHIKODE,26728,26345,21.4,367.1,
2015,Q4,MUSCAT,LUCKNOW,15737,13719,89.9,122.0,
2015,Q4,MUSCAT,MANGALORE,5224,5081,0.0,0.0,
2015,Q4,MUSCAT,MUMBAI,61052,64091,47.8,727.5,
2015,Q4,MUSCAT,TRIVANDRUM,31435,29752,30.9,536.0,
2015,Q4,NAIROBI,MUMBAI,23814,24603,251.0,512.0,
2015,Q4,NARITA,DELHI,19960,17506,880.9,903.3,
2015,Q4,NARITA,MUMBAI,1492,1536,0.0,0.0,
2015,Q4,NAVOI,DELHI,0,0,825.1,840.3,
2015,Q4,NAVOI,MUMBAI,0,0,245.9,278.4,
2015,Q4,NEW YORK,DELHI,22135,19342,296.6,210.3,
2015,Q4,NEW YORK,MUMBAI,14145,9654,50.1,194.0,
2015,Q4,NEWARK,AHMEDABAD,9378,5547,0.0,0.0,
2015,Q4,NEWARK,DELHI,14995,14675,278.5,378.6,
2015,Q4,NEWARK,MUMBAI,34765,30536,551.3,389.3,
2015,Q4,OSAKA,DELHI,1627,1490,0.0,0.0,
2015,Q4,OSAKA,MUMBAI,281,141,0.0,0.0,
2015,Q4,PARIS,BENGALURU,17800,16307,598.3,948.3,
2015,Q4,PARIS,CHENNAI,1673,864,0.0,0.0,
2015,Q4,PARIS,DELHI,45233,38244,4910.1,1750.1,
2015,Q4,PARIS,MUMBAI,34946,29380,1970.4,2155.6,
2015,Q4,PARO,DELHI,3920,4166,0.8,12.3,
2015,Q4,PARO,KOLKATA,7201,5555,0.2,4.5,
2015,Q4,PEKING,DELHI,31080,27591,1092.7,832.3,
2015,Q4,RANGOON,DELHI,760,812,0.0,0.0,
2015,Q4,RANGOON,GAYA,4921,4277,0.3,0.0,
2015,Q4,RANGOON,KOLKATA,1443,1625,0.0,22.1,
2015,Q4,REUNION,CHENNAI,457,445,0.0,5.7,
2015,Q4,RIYADH,BENGALURU,2249,2207,0.8,112.9,
2015,Q4,RIYADH,CHENNAI,7530,6629,75.8,241.7,
2015,Q4,RIYADH,DELHI,22151,22148,340.3,2335.8,
2015,Q4,RIYADH,HYDERABAD,10317,10936,22.9,200.2,
2015,Q4,RIYADH,KOCHI,23091,21794,37.5,1435.7,
2015,Q4,RIYADH,KOZHIKODE,0,0,0.0,0.0,
2015,Q4,RIYADH,LUCKNOW,10367,10444,26.6,375.4,
2015,Q4,RIYADH,MUMBAI,46139,47042,89.7,1173.8,
2015,Q4,RIYADH,TRIVANDRUM,4589,6059,2.4,110.4,
2015,Q4,ROME,DELHI,9950,8887,63.3,114.2,
2015,Q4,SALALAH,KOCHI,1456,1149,0.0,0.0,
2015,Q4,SALALAH,KOZHIKODE,2119,1990,0.0,0.5,
2015,Q4,SALALAH,TRIVANDRUM,875,1038,0.0,19.9,
2015,Q4,SAN FRANCISCO,BENGALURU,49,71,0.0,0.0,
2015,Q4,SAN FRANCISCO,DELHI,2802,2888,3.1,29.0,
2015,Q4,SANAA,MUMBAI,44,174,0.0,0.1,
2015,Q4,SEOUL,CHENNAI,0,0,0.0,0.0,
2015,Q4,SEOUL,DELHI,13767,12631,144.3,933.5,
2015,Q4,SEOUL,MUMBAI,7377,6071,194.5,219.2,
2015,Q4,SEYCHELLES,MUMBAI,5903,5165,0.3,8.0,
2015,Q4,SHANGHAI,DELHI,9629,8285,921.2,212.8,
2015,Q4,SHANGHAI,MUMBAI,3518,3761,0.0,0.0,
2015,Q4,SHARJAH,AHMEDABAD,14189,12849,3.1,209.9,
2015,Q4,SHARJAH,BENGALURU,13932,13671,14.8,204.0,
2015,Q4,SHARJAH,CHENNAI,14291,16181,4.6,210.1,
2015,Q4,SHARJAH,COIMBATORE,10387,10370,4.2,169.0,
2015,Q4,SHARJAH,DELHI,29641,28875,109.0,368.2,
2015,Q4,SHARJAH,GOA,5947,6071,18.9,57.1,
2015,Q4,SHARJAH,HYDERABAD,14837,14749,3.1,200.0,
2015,Q4,SHARJAH,JAIPUR,14862,14416,1.3,67.4,
2015,Q4,SHARJAH,KOCHI,64942,71509,54.9,1108.2,
2015,Q4,SHARJAH,KOZHIKODE,43862,43970,22.7,538.0,
2015,Q4,SHARJAH,MUMBAI,24790,29528,16.9,363.3,
